#time volume price
1501686360.0 121446.0 153.635
1501686420.0 105974.0 153.782
1501686480.0 201083.0 153.959
1501686540.0 93519.0 153.929
1501686600.0 103431.0 153.772
1501686660.0 95330.0 153.743
1501686720.0 219663.0 153.74
1501686780.0 181801.0 153.939
1501686840.0 97416.0 153.9
1501686900.0 96205.0 153.811
1501686960.0 162324.0 154.125
1501687020.0 120939.0 153.9
1501687080.0 134998.0 154.106
1501687140.0 91407.0 153.949
1501687200.0 88781.0 153.89
1501687260.0 87634.0 153.89
1501687320.0 95221.0 153.89
1501687380.0 117588.0 154.135
1501687440.0 130397.0 154.076
1501687500.0 182039.0 154.292
1501687560.0 175978.0 154.184
1501687620.0 101690.0 154.095
1501687680.0 74859.0 154.204
1501687740.0 158737.0 154.351
1501687800.0 67411.0 154.302
1501687860.0 133256.0 154.466
1501687920.0 193634.0 154.506
1501687980.0 120291.0 154.381
1501688040.0 96457.0 154.282
1501688100.0 138897.0 154.127
1501688160.0 111331.0 154.324
1501688220.0 95452.0 154.41
1501688280.0 88064.0 154.451
1501688340.0 86223.0 154.53
1501688400.0 108211.0 154.528
1501688460.0 145579.0 154.626
1501688520.0 101827.0 154.616
1501688580.0 153577.0 154.77
1501688640.0 133704.0 154.822
1501688700.0 90100.0 154.832
1501688760.0 121611.0 154.901
1501688820.0 112166.0 154.881
1501688880.0 105797.0 154.822
1501688940.0 107092.0 154.695
1501689000.0 142262.0 154.679
1501689060.0 59369.0 154.724
1501689120.0 56882.0 154.793
1501689180.0 79590.0 154.842
1501689240.0 130199.0 154.93
1501689300.0 79551.0 155.009
1501689360.0 103843.0 154.969
1501689420.0 195447.0 155.021
1501689480.0 105563.0 154.968
1501689540.0 93344.0 154.955
1501689600.0 66532.0 154.822
1501689660.0 50125.0 154.926
1501689720.0 56249.0 154.93
1501689780.0 68871.0 154.842
1501689840.0 41803.0 154.881
1501689900.0 65474.0 154.793
1501689960.0 67484.0 154.734
1501690020.0 65956.0 154.753
1501690080.0 32443.0 154.763
1501690140.0 34968.0 154.822
1501690200.0 64271.0 154.675
1501690260.0 108945.0 154.577
1501690320.0 70364.0 154.41
1501690380.0 100152.0 154.594
1501690440.0 58991.0 154.705
1501690500.0 28700.0 154.735
1501690560.0 44113.0 154.645
1501690620.0 42007.0 154.601
1501690680.0 31591.0 154.636
1501690740.0 38572.0 154.719
1501690800.0 56348.0 154.724
1501690860.0 70384.0 154.809
1501690920.0 68942.0 154.892
1501690980.0 63293.0 154.852
1501691040.0 74684.0 154.964
1501691100.0 47950.0 154.842
1501691160.0 20652.0 154.901
1501691220.0 42119.0 154.82
1501691280.0 39561.0 154.801
1501691340.0 66780.0 154.744
1501691400.0 49029.0 154.616
1501691460.0 48425.0 154.704
1501691520.0 32236.0 154.626
1501691580.0 77158.0 154.41
1501691640.0 56151.0 154.421
1501691700.0 105764.0 154.351
1501691760.0 30057.0 154.42
1501691820.0 64203.0 154.479
1501691880.0 31884.0 154.479
1501691940.0 35919.0 154.42
1501692000.0 37370.0 154.32
1501692060.0 24117.0 154.374
1501692120.0 52775.0 154.38
1501692180.0 40898.0 154.322
1501692240.0 44225.0 154.322
1501692300.0 36130.0 154.331
1501692360.0 27020.0 154.282
1501692420.0 70005.0 154.214
1501692480.0 56102.0 154.253
1501692540.0 119754.0 154.331
1501692600.0 46169.0 154.341
1501692660.0 25175.0 154.351
1501692720.0 46482.0 154.311
1501692780.0 91055.0 154.096
1501692840.0 155502.0 154.135
1501692900.0 43343.0 154.166
1501692960.0 37026.0 154.118
1501693020.0 54628.0 154.06
1501693080.0 67114.0 154.067
1501693140.0 70297.0 154.204
1501693200.0 69770.0 154.179
1501693260.0 34231.0 154.106
1501693320.0 50497.0 154.106
1501693380.0 68736.0 154.047
1501693440.0 52158.0 154.135
1501693500.0 49943.0 154.145
1501693560.0 55018.0 154.057
1501693620.0 120652.0 153.866
1501693680.0 32091.0 153.959
1501693740.0 36815.0 153.968
1501693800.0 58949.0 154.057
1501693860.0 38201.0 153.959
1501693920.0 37000.0 153.998
1501693980.0 47563.0 153.998
1501694040.0 33549.0 153.978
1501694100.0 29339.0 153.929
1501694160.0 40062.0 154.017
1501694220.0 61575.0 154.037
1501694280.0 118484.0 153.91
1501694340.0 45982.0 153.949
1501694400.0 85675.0 153.841
1501694460.0 62129.0 153.968
1501694520.0 50382.0 154.037
1501694580.0 106528.0 154.026
1501694640.0 95876.0 154.126
1501694700.0 73232.0 154.106
1501694760.0 55283.0 154.008
1501694820.0 60309.0 153.978
1501694880.0 52939.0 154.062
1501694940.0 75828.0 154.076
1501695000.0 66708.0 154.017
1501695060.0 53361.0 153.879
1501695120.0 32553.0 153.959
1501695180.0 34633.0 153.913
1501695240.0 36002.0 153.96
1501695300.0 54685.0 154.057
1501695360.0 51852.0 154.057
1501695420.0 35432.0 153.998
1501695480.0 17109.0 154.022
1501695540.0 47461.0 154.086
1501695600.0 44182.0 154.071
1501695660.0 133445.0 154.174
1501695720.0 61402.0 154.194
1501695780.0 54729.0 154.145
1501695840.0 55866.0 154.174
1501695900.0 133382.0 154.282
1501695960.0 74928.0 154.367
1501696020.0 93176.0 154.498
1501696080.0 115640.0 154.596
1501696140.0 71580.0 154.65
1501696200.0 125556.0 154.487
1501696260.0 51726.0 154.508
1501696320.0 70225.0 154.501
1501696380.0 96709.0 154.39
1501696440.0 38784.0 154.449
1501696500.0 53967.0 154.508
1501696560.0 54239.0 154.508
1501696620.0 42523.0 154.469
1501696680.0 48335.0 154.42
1501696740.0 56375.0 154.448
1501696800.0 27719.0 154.429
1501696860.0 39100.0 154.479
1501696920.0 45880.0 154.364
1501696980.0 54902.0 154.292
1501697040.0 48134.0 154.351
1501697100.0 65457.0 154.375
1501697160.0 59841.0 154.429
1501697220.0 27233.0 154.415
1501697280.0 56941.0 154.371
1501697340.0 25087.0 154.4
1501697400.0 48090.0 154.435
1501697460.0 53335.0 154.361
1501697520.0 39160.0 154.488
1501697580.0 89758.0 154.606
1501697640.0 79641.0 154.685
1501697700.0 38719.0 154.655
1501697760.0 69588.0 154.753
1501697820.0 84258.0 154.802
1501697880.0 84965.0 154.842
1501697940.0 68954.0 154.881
1501698000.0 67862.0 154.852
1501698060.0 56368.0 154.901
1501698120.0 65379.0 154.916
1501698180.0 41220.0 154.842
1501698240.0 47191.0 154.842
1501698300.0 90432.0 154.734
1501698360.0 32044.0 154.744
1501698420.0 42532.0 154.822
1501698480.0 25751.0 154.832
1501698540.0 35362.0 154.891
1501698600.0 65325.0 154.814
1501698660.0 48885.0 154.891
1501698720.0 43050.0 154.886
1501698780.0 99921.0 154.94
1501698840.0 297356.0 154.832
1501698900.0 76330.0 154.685
1501698960.0 59805.0 154.665
1501699020.0 57275.0 154.636
1501699080.0 51386.0 154.773
1501699140.0 39562.0 154.802
1501699200.0 36273.0 154.783
1501699260.0 27031.0 154.842
1501699320.0 30364.0 154.78
1501699380.0 24189.0 154.842
1501699440.0 64940.0 154.898
1501699500.0 80713.0 154.96
1501699560.0 61711.0 154.94
1501699620.0 49341.0 154.861
1501699680.0 32722.0 154.881
1501699740.0 31291.0 154.842
1501699800.0 47606.0 154.861
1501699860.0 51665.0 154.93
1501699920.0 67046.0 154.871
1501699980.0 91707.0 154.842
1501700040.0 34950.0 154.86
1501700100.0 29604.0 154.859
1501700160.0 58382.0 154.774
1501700220.0 44779.0 154.824
1501700280.0 48336.0 154.926
1501700340.0 77336.0 154.959
1501700400.0 35925.0 154.957
1501700460.0 187745.0 155.136
1501700520.0 199448.0 155.214
1501700580.0 101849.0 155.229
1501700640.0 144261.0 155.391
1501700700.0 102880.0 155.295
1501700760.0 78771.0 155.332
1501700820.0 94275.0 155.168
1501700880.0 63463.0 155.205
1501700940.0 71095.0 155.293
1501701000.0 59321.0 155.254
1501701060.0 56036.0 155.283
1501701120.0 44917.0 155.254
1501701180.0 72840.0 155.136
1501701240.0 50273.0 155.107
1501701300.0 50691.0 155.052
1501701360.0 96852.0 154.919
1501701420.0 94233.0 154.846
1501701480.0 53210.0 154.91
1501701540.0 75967.0 154.868
1501701600.0 110453.0 154.783
1501701660.0 69977.0 154.802
1501701720.0 96610.0 154.802
1501701780.0 81777.0 154.901
1501701840.0 73890.0 154.876
1501701900.0 33067.0 154.959
1501701960.0 83321.0 155.009
1501702020.0 49619.0 154.979
1501702080.0 63059.0 154.934
1501702140.0 57948.0 155.058
1501702200.0 74787.0 155.102
1501702260.0 84764.0 155.077
1501702320.0 81268.0 155.053
1501702380.0 61335.0 155.054
1501702440.0 58628.0 155.028
1501702500.0 45827.0 155.028
1501702560.0 46086.0 154.979
1501702620.0 100192.0 154.848
1501702680.0 67806.0 154.783
1501702740.0 58354.0 154.791
1501702800.0 123444.0 154.743
1501702860.0 52526.0 154.77
1501702920.0 115563.0 154.701
1501702980.0 66415.0 154.665
1501703040.0 58844.0 154.702
1501703100.0 93509.0 154.807
1501703160.0 92156.0 154.842
1501703220.0 75959.0 154.863
1501703280.0 65944.0 154.92
1501703340.0 82605.0 154.93
1501703400.0 125047.0 154.931
1501703460.0 430620.0 154.799
1501703520.0 177025.0 154.695
1501703580.0 153107.0 154.596
1501703640.0 177527.0 154.528
1501703700.0 98787.0 154.577
1501703760.0 131871.0 154.547
1501703820.0 141422.0 154.542
1501703880.0 142230.0 154.479
1501703940.0 250092.0 154.449
1501704000.0 757592.0 154.204
1501767060.0 583043.0 153.731
1501767120.0 132177.0 153.959
1501767180.0 120177.0 153.762
1501767240.0 264949.0 154.178
1501767300.0 108882.0 153.841
1501767360.0 233328.0 153.578
1501767420.0 166642.0 153.654
1501767480.0 112748.0 153.684
1501767540.0 107375.0 153.703
1501767600.0 130628.0 153.762
1501767660.0 122442.0 153.719
1501767720.0 88304.0 153.664
1501767780.0 211966.0 153.851
1501767840.0 113516.0 153.586
1501767900.0 65867.0 153.74
1501767960.0 195478.0 153.566
1501768020.0 158670.0 153.419
1501768080.0 124305.0 153.556
1501768140.0 74928.0 153.61
1501768200.0 79018.0 153.463
1501768260.0 93190.0 153.439
1501768320.0 107040.0 153.32
1501768380.0 58314.0 153.389
1501768440.0 113486.0 153.203
1501768500.0 286718.0 152.997
1501768560.0 152864.0 153.134
1501768620.0 103293.0 153.095
1501768680.0 101510.0 153.203
1501768740.0 87411.0 153.304
1501768800.0 73562.0 153.321
1501768860.0 113127.0 153.213
1501768920.0 61818.0 153.193
1501768980.0 98316.0 153.057
1501769040.0 55968.0 153.198
1501769100.0 121313.0 152.86
1501769160.0 176037.0 152.649
1501769220.0 156509.0 152.698
1501769280.0 106903.0 152.6
1501769340.0 139316.0 152.634
1501769400.0 125638.0 152.526
1501769460.0 130307.0 152.644
1501769520.0 106236.0 152.712
1501769580.0 97718.0 152.555
1501769640.0 157824.0 152.438
1501769700.0 116357.0 152.516
1501769760.0 114985.0 152.613
1501769820.0 132756.0 152.742
1501769880.0 73925.0 152.82
1501769940.0 70184.0 152.77
1501770000.0 75692.0 152.786
1501770060.0 79038.0 152.909
1501770120.0 88602.0 152.947
1501770180.0 89707.0 152.913
1501770240.0 44398.0 152.899
1501770300.0 68907.0 152.953
1501770360.0 53668.0 152.997
1501770420.0 76042.0 153.017
1501770480.0 69832.0 152.928
1501770540.0 71826.0 152.997
1501770600.0 75033.0 152.963
1501770660.0 47118.0 152.948
1501770720.0 94195.0 153.144
1501770780.0 74556.0 152.987
1501770840.0 41441.0 153.115
1501770900.0 113953.0 153.12
1501770960.0 43955.0 153.164
1501771020.0 61694.0 152.987
1501771080.0 38808.0 153.033
1501771140.0 63045.0 152.928
1501771200.0 76001.0 152.86
1501771260.0 28400.0 152.889
1501771320.0 34558.0 152.938
1501771380.0 37309.0 152.977
1501771440.0 39702.0 152.982
1501771500.0 54625.0 153.061
1501771560.0 24357.0 152.958
1501771620.0 91568.0 152.939
1501771680.0 40646.0 153.017
1501771740.0 36552.0 152.918
1501771800.0 32229.0 152.933
1501771860.0 42787.0 153.046
1501771920.0 45001.0 153.095
1501771980.0 40490.0 153.017
1501772040.0 53098.0 152.968
1501772100.0 37297.0 153.017
1501772160.0 47863.0 153.075
1501772220.0 42715.0 153.105
1501772280.0 75641.0 153.144
1501772340.0 86762.0 153.224
1501772400.0 111942.0 153.277
1501772460.0 66656.0 153.311
1501772520.0 106293.0 153.321
1501772580.0 67034.0 153.381
